io_id,label,stage,direction,pdf_page,coverage_status,evidence
IO_CMP_CatalystSupportRatio,Catalyst-support ratio mPtC,ITC,input,1,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_LiquidPressureDistributionGDL,Spatial distribution of liquid pressure in GDL GDL.pl,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_GasPressureDistributionGDL,Spatial distribution of gas pressure in GDL GDL.pg,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_OxygenFluxDistributionGDL,Spatial distribution of oxygen flux in GDL GDL.JO2,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_VaporFluxDistributionGDL,Spatial distribution of vapor flux in GDL GDL.Jv,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_LiquidFluxDistributionGDL,Spatial distribution of liquid flux in GDL GDL.Jl,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_SaturationDistributionGDL,Spatial distribution of GDL saturation GDL.Sr,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_SpatialGridMPL,Spatial grid vector in MPL MPL.x,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_OxygenPressureDistributionMPL,Spatial distribution of oxygen pressure in MPL MPL.po2,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_VaporPressureDistributionMPL,Spatial distribution of vapor pressure in MPL MPL.pv,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_LiquidPressureDistributionMPL,Spatial distribution of liquid pressure in MPL MPL.pl,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_GasPressureDistributionMPL,Spatial distribution of gas pressure in MPL MPL.pg,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_OxygenFluxDistributionMPL,Spatial distribution of oxygen flux in MPL MPL.JO2,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_VaporFluxDistributionMPL,Spatial distribution of vapor flux in MPL MPL.Jv,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_LiquidFluxDistributionMPL,Spatial distribution of liquid flux in MPL MPL.Jl,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_SaturationDistributionMPL,Spatial distribution of MPL saturation MPL.Sr,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
