source_label,native_category,visual_category,occurrence_count,workflow_ids,semantic_role,canonical_role_iri,role_assignment,decision,mapping_state,anchor_iri,confidence,rationale 
Global electron distribution (nanostructured),LRE,device,1,density-potential-functional-theory-applied-to-supported-electrocatalysts,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/global-electron-distribution-nanostructured-lre,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Global potential of zero charge (nanostructured),LRE,device,1,density-potential-functional-theory-applied-to-supported-electrocatalysts,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/global-potential-of-zero-charge-nanostructured-lre,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Hg porosimetry GDL,,method,10,cea-mea-model-europium-2d; current-modulated-hydrogen-flow-rate-spectroscopy-ch2s; diffusivities-from-tortuosities; fitting-of-the-europium-model; hg-porosimetry-gdl; iet-1d-performance-model-for-mea-prediction; impregnation-by-immersion-and-blade-coating; mpl-parameter-estimation-from-gdl-and-substrate-data,Measurement,https://w3id.org/h2kg/hydrogen-ontology#Measurement,method_visual_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/hg-porosimetry-gdl-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Hierarchical model for electrocatalytic reactions,,model,5,dft-onto-idealized-surfaces; diffusion-theory; fitting-version-of-the-hierachical-model; hierarchical-model-for-electrocatalytic-reactions; molecular-dynamics-for-the-electrode-electrolyte-interface-metalwalls,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/hierarchical-model-for-electrocatalytic-reactions-model,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
High resolution electron tomography for accessing Pt and ionomer distribution on carbon aggregate,,method,15,blade-coating-and-decal-transfer-for-ref-pefc-ccm; distribution-of-contact-angles-in-ccl-fib-sem-image-from-ionomer-reconstruction; electrospray-deposition-of-catalyst-layers; high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate; image-based-ccl-effective-transport-property-computation-from-numerical-simulations; image-classification-on-tem-data; image-tem-data-parameter-extraction-3d; ultrasonic-spray-deposition-for-catalytic-layers,Measurement,https://w3id.org/h2kg/hydrogen-ontology#Measurement,method_visual_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Hydrophobic treatment ink,material,material,1,impregnation-by-immersion-and-blade-coating,Manufacturing,https://w3id.org/h2kg/hydrogen-ontology#Manufacturing,physical_manufacturing_workflow,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/hydrophobic-treatment-ink-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Hydrophobization process parameters,process,other,1,modeling-of-hydrophobic-treatment-of-gdl,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,hydrophobization_parameters_are_parameters,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/hydrophobization-process-parameters-process,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
I/C-ratio,component,component,9,0d-particle-population-degradation-model-coupled-with-performance-model-prediction; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction-without-fitting-methods; accelerated-stress-test-ast-on-nanostructured-electrodes; eis-on-nanostructured-electrodes; iet-composition-to-property-model; iet-ink-to-composition-model; ionomer-reconstruction-in-ccl-3d-images; model-electrochemistry-in-a-rde-cell; rotating-ring-disk-electrode-rrde,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,explicit_mapping,strict_alt_label,approved_h2kg,https://w3id.org/h2kg/hydrogen-ontology#IonomerToCarbonRatio,high,Reviewed abbreviation for the ionomer-to-carbon ratio.
IET 1D MEA with water transport EIS model,,model,22,0d-particle-population-degradation-model-coupled-with-performance-model-prediction; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction-without-fitting-methods; ct-based-capillary-pressure-saturation-curves; differential-cell-testing; diffusivities-from-tortuosities; distribution-of-contact-angles-in-ccl-fib-sem-image-from-ionomer-reconstruction; fib-measurements-on-gdl-or-mpl-and-catalyst-materials; fitting-of-the-europium-model; gdl-compressability; iet-1d-mea-with-water-transport-eis-model; iet-1d-performance-model-for-mea-fitting; iet-composition-to-property-model; iet-ink-to-composition-model; image-based-ccl-effective-transport-property-computation-from-numerical-simulations; image-fib-tomography-dataparameter-extraction-3d; image-parameter-extraction-2d; image-x-ray-tomography-data-parameter-extraction-3d; microscopy-sem-and-optical-in-mea-cross-section; sem-and-edx; sem-and-fib-layer; simulation-of-two-phase-3d-apparent-properties; water-retention-curve-simulation,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/iet-1d-mea-with-water-transport-eis-model-model,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
IET 1D MEA with water transport in CCL EIS model,,model,19,0d-particle-population-degradation-model-coupled-with-performance-model-prediction; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction-without-fitting-methods; differential-cell-testing; diffusivities-from-tortuosities; distribution-of-contact-angles-in-ccl-fib-sem-image-from-ionomer-reconstruction; fib-measurements-on-gdl-or-mpl-and-catalyst-materials; fitting-of-the-europium-model; gdl-compressability; iet-1d-mea-with-water-transport-in-ccl-eis-model; iet-1d-performance-model-for-mea-fitting; iet-composition-to-property-model; iet-ink-to-composition-model; image-based-ccl-effective-transport-property-computation-from-numerical-simulations; image-fib-tomography-dataparameter-extraction-3d; image-parameter-extraction-2d; microscopy-sem-and-optical-in-mea-cross-section; sem-and-edx; sem-and-fib-layer; water-retention-curve-simulation,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/iet-1d-mea-with-water-transport-in-ccl-eis-model-model,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
IET 1D Performance model for MEA (fitting),,model,21,0d-particle-population-degradation-model-coupled-with-performance-model-prediction; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction-without-fitting-methods; cea-mea-model-europium-2d; data-extraction-from-existing-pewe-measurements-u-i-t; differential-cell-testing; eis-on-pewe-cells; fib-measurements-on-gdl-or-mpl-and-catalyst-materials; fitting-of-the-europium-model; gdl-compressability; iet-1d-mea-with-water-transport-eis-model; iet-1d-mea-with-water-transport-in-ccl-eis-model; iet-1d-performance-model-for-mea-fitting; iet-1d-performance-model-for-mea-prediction; iet-composition-to-property-model; iet-ink-to-composition-model; image-fib-tomography-dataparameter-extraction-3d; image-parameter-extraction-2d; microscopy-sem-and-optical-in-mea-cross-section; pulsed-gas-analysis; sem-and-edx; sem-and-fib-layer,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/iet-1d-performance-model-for-mea-fitting-model,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
IET 1D Performance model for MEA (prediction),,model,24,0d-particle-population-degradation-model-coupled-with-performance-model-prediction; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction-without-fitting-methods; ct-based-capillary-pressure-saturation-curves; differential-cell-testing; diffusivities-from-tortuosities; distribution-of-contact-angles-in-ccl-fib-sem-image-from-ionomer-reconstruction; fib-measurements-on-gdl-or-mpl-and-catalyst-materials; fitting-of-the-europium-model; gdl-compressability; hg-porosimetry-gdl; iet-1d-performance-model-for-mea-fitting; iet-1d-performance-model-for-mea-prediction; iet-composition-to-property-model; iet-ink-to-composition-model; image-based-ccl-effective-transport-property-computation-from-numerical-simulations; image-fib-tomography-dataparameter-extraction-3d; image-parameter-extraction-2d; image-x-ray-tomography-data-parameter-extraction-3d; microscopy-sem-and-optical-in-mea-cross-section; sem-and-edx; sem-and-fib-layer; simulation-of-two-phase-3d-apparent-properties; voxel-based-3d-effective-diffusivity-simulation; water-retention-curve-simulation,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/iet-1d-performance-model-for-mea-prediction-model,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
IET composition to property model,,model,15,0d-particle-population-degradation-model-coupled-with-performance-model-prediction; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction-without-fitting-methods; cea-mea-model-europium-2d; fitting-of-the-europium-model; iet-1d-mea-with-water-transport-eis-model; iet-1d-mea-with-water-transport-in-ccl-eis-model; iet-1d-performance-model-for-mea-fitting; iet-1d-performance-model-for-mea-prediction; iet-composition-to-property-model; iet-ink-to-composition-model; image-based-ccl-effective-transport-property-computation-from-numerical-simulations; image-fib-tomography-dataparameter-extraction-3d; image-parameter-extraction-2d; image-tem-data-parameter-extraction-3d; microscopy-sem-and-optical-in-mea-cross-section,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/iet-composition-to-property-model-model,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
IET ink to composition model,,model,17,0d-particle-population-degradation-model-coupled-with-performance-model-fitting; cea-mea-model-europium-2d; differential-cell-testing; fitting-of-the-europium-model; iet-1d-mea-with-water-transport-eis-model; iet-1d-mea-with-water-transport-in-ccl-eis-model; iet-1d-performance-model-for-mea-fitting; iet-1d-performance-model-for-mea-prediction; iet-composition-to-property-model; iet-ink-to-composition-model; image-fib-tomography-dataparameter-extraction-3d; image-parameter-extraction-2d; image-tem-data-parameter-extraction-3d; in-situ-fourier-transformed-ir-in-atr-configuration; molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer; sem-and-fib-powder; tem-and-eds-analysis-of-mea,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/iet-ink-to-composition-model-model,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Image based CCL effective transport property computation from numerical simulations,,model,16,0d-particle-population-degradation-model-coupled-with-performance-model-prediction; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction-without-fitting-methods; cea-mea-model-europium-2d; determination-of-cl-saturation-by-saxs-or-sans; diffusivities-from-tortuosities; electron-tomography-for-pt-c-and-ionomer-distribution-in-cl; fitting-of-the-europium-model; high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate; iet-1d-mea-with-water-transport-eis-model; iet-1d-mea-with-water-transport-in-ccl-eis-model; iet-1d-performance-model-for-mea-prediction; iet-composition-to-property-model; image-based-ccl-effective-transport-property-computation-from-numerical-simulations; image-classification-on-tem-data; inpt-cl-process-model; ionomer-reconstruction-in-ccl-3d-images,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/image-based-ccl-effective-transport-property-computation-from-numerical-simulations-model,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Image classification of FIB tomography data,,data,24,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies; fib-measurements-on-gdl-or-mpl-and-catalyst-materials; fib-sem-on-cl-material; image-classification-of-fib-tomography-data; image-fib-tomography-dataparameter-extraction-3d; ionomer-reconstruction-in-ccl-3d-images; lab-ct-measurements-on-gdl-or-mpl-materials; simulation-of-single-phase-3d-apparent-properties; simulation-of-two-phase-3d-apparent-properties; synch-ct-measurements-on-gdl-or-mpl-materials; voxel-based-3d-effective-diffusivity-simulation; voxel-based-3d-electric-conductiviy-simulation; voxel-based-3d-permability-simulation; voxel-based-3d-thermal-conductivity-simulation; water-retention-curve-simulation,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/image-classification-of-fib-tomography-data-data,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Image classification of X-ray tomography data,,data,39,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies; contact-angle-extraction-of-ct-data; ct-based-capillary-pressure-saturation-curves; image-classification-of-x-ray-tomography-data; image-x-ray-tomography-data-parameter-extraction-3d; lab-ct-measurements-on-gdl-or-mpl-materials; modeling-of-mpl-coating-of-gdl; mpl-saturation-determination-from-x-ray-ct-data; simulation-of-single-phase-3d-apparent-properties; simulation-of-two-phase-3d-apparent-properties; synch-ct-measurements-on-gdl-or-mpl-materials; voxel-based-3d-effective-diffusivity-simulation; voxel-based-3d-electric-conductiviy-simulation; voxel-based-3d-permability-simulation; voxel-based-3d-thermal-conductivity-simulation; water-retention-curve-simulation,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/image-classification-of-x-ray-tomography-data-data,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Image classification on nm scale,,method,24,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies; fib-measurements-on-gdl-or-mpl-and-catalyst-materials; fib-sem-on-cl-material; image-classification-on-nm-scale; image-fib-tomography-dataparameter-extraction-3d; ionomer-reconstruction-in-ccl-3d-images; lab-ct-measurements-on-gdl-or-mpl-materials; simulation-of-single-phase-3d-apparent-properties; simulation-of-two-phase-3d-apparent-properties; synch-ct-measurements-on-gdl-or-mpl-materials; voxel-based-3d-effective-diffusivity-simulation; voxel-based-3d-electric-conductiviy-simulation; voxel-based-3d-permability-simulation; voxel-based-3d-thermal-conductivity-simulation; water-retention-curve-simulation,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/image-classification-on-nm-scale-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Image classification on TEM data,,method,6,distribution-of-contact-angles-in-ccl-fib-sem-image-from-ionomer-reconstruction; electron-tomography-for-pt-c-and-ionomer-distribution-in-cl; high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate; image-based-ccl-effective-transport-property-computation-from-numerical-simulations; image-classification-on-tem-data; image-tem-data-parameter-extraction-3d,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/image-classification-on-tem-data-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Image FIB tomography dataparameter extraction 3D,,data,34,0d-particle-population-degradation-model-coupled-with-performance-model-fitting; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction-without-fitting-methods; accelerated-stress-test-ast-on-nanostructured-electrodes; ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies; cea-mea-model-europium-2d; current-modulated-hydrogen-flow-rate-spectroscopy-ch2s; differential-cell-testing; diffusivities-from-tortuosities; eis-on-nanostructured-electrodes; fib-sem-on-cl-material; fitting-of-the-europium-model; iet-1d-mea-with-water-transport-eis-model; iet-1d-mea-with-water-transport-in-ccl-eis-model; iet-1d-performance-model-for-mea-fitting; iet-1d-performance-model-for-mea-prediction; iet-composition-to-property-model; iet-ink-to-composition-model; image-classification-of-fib-tomography-data; image-classification-on-nm-scale; image-fib-tomography-dataparameter-extraction-3d; inpt-cl-process-model; ionomer-reconstruction-in-ccl-3d-images; irras-operando-or-in-situ-ftir; model-electrochemistry-in-a-rde-cell; modeling-of-mpl-coating-of-gdl; prism-preparation-for-atr-ftir; rotating-ring-disk-electrode-rrde,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/image-fib-tomography-dataparameter-extraction-3d-data,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Image parameter extraction 2D,,method,55,0d-particle-population-degradation-model-coupled-with-performance-model-fitting; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction-without-fitting-methods; accelerated-stress-test-ast-on-nanostructured-electrodes; cea-mea-model-europium-2d; current-modulated-hydrogen-flow-rate-spectroscopy-ch2s; differential-cell-testing; diffusivities-from-tortuosities; eis-on-nanostructured-electrodes; electrical-conductivity; electrical-contact-resistance; electrical-tlm-characterization-of-a-gdl-with-defined-compression; fitting-of-the-europium-model; gas-permeability-of-a-gdl-with-defined-compression; iet-1d-mea-with-water-transport-eis-model; iet-1d-mea-with-water-transport-in-ccl-eis-model; iet-1d-performance-model-for-mea-fitting; iet-1d-performance-model-for-mea-prediction; iet-composition-to-property-model; iet-ink-to-composition-model; image-parameter-extraction-2d; ionomer-reconstruction-in-ccl-3d-images; irras-operando-or-in-situ-ftir; model-electrochemistry-in-a-rde-cell; mpl-parameter-estimation-from-gdl-and-substrate-data; prism-preparation-for-atr-ftir; rotating-ring-disk-electrode-rrde; sem-and-edx,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/image-parameter-extraction-2d-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Image TEM data parameter extraction 3D,,method,12,0d-particle-population-degradation-model-coupled-with-performance-model-prediction; 0d-particle-population-degradation-model-coupled-with-performance-model-prediction-without-fitting-methods; 0d-particle-population-degradation-model-prediction; determination-of-cl-saturation-by-saxs-or-sans; electron-tomography-for-pt-c-and-ionomer-distribution-in-cl; high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate; iet-composition-to-property-model; iet-ink-to-composition-model; image-classification-on-tem-data; image-tem-data-parameter-extraction-3d; inpt-cl-process-model; ionomer-reconstruction-in-ccl-3d-images,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/image-tem-data-parameter-extraction-3d-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Image X-ray tomography data parameter extraction 3D,,data,42,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies; cea-mea-model-europium-2d; current-modulated-hydrogen-flow-rate-spectroscopy-ch2s; diffusivities-from-tortuosities; electrical-conductivity; electrical-contact-resistance; electrical-tlm-characterization-of-a-gdl-with-defined-compression; fitting-of-the-europium-model; gas-permeability-of-a-gdl-with-defined-compression; iet-1d-mea-with-water-transport-eis-model; iet-1d-performance-model-for-mea-prediction; image-classification-of-x-ray-tomography-data; image-x-ray-tomography-data-parameter-extraction-3d; modeling-of-hydrophobic-treatment-of-gdl; modeling-of-mpl-coating-of-gdl; mpl-parameter-estimation-from-gdl-and-substrate-data; mpl-saturation-determination-from-x-ray-ct-data,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/image-x-ray-tomography-data-parameter-extraction-3d-data,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Impregnation by immersion and blade coating,,process,27,cl-for-rde; contact-angle-extraction-of-ct-data; ct-based-capillary-pressure-saturation-curves; determination-of-cl-saturation-by-saxs-or-sans; dropcasted-ink-on-gc-tips; electrical-conductivity; electrical-contact-resistance; electrical-tlm-characterization-of-a-gdl-with-defined-compression; electrospray-deposition-of-catalyst-layers; external-contact-angle-of-a-gdl; fib-measurements-on-gdl-or-mpl-and-catalyst-materials; gas-permeability-of-a-gdl-with-defined-compression; gde-catalytic-layer-preparation; gde-cell-for-electrochemical-studies; gdl-compressability; hg-porosimetry-gdl; impregnation-by-immersion-and-blade-coating; lab-ct-measurements-on-gdl-or-mpl-materials; mea-assembly-for-pefc-ref-mea; mechanical-properties-of-catalyst-layers-gdls-and-meas-by-small-punch-and-nanoindentation; mpl-saturation-determination-from-x-ray-ct-data; neutron-imaging; pulsed-gas-analysis; sem-and-edx; sem-and-fib-layer; synch-ct-measurements-on-gdl-or-mpl-materials; wilhelmy-wettability-measurement,Manufacturing,https://w3id.org/h2kg/hydrogen-ontology#Manufacturing,physical_manufacturing_workflow,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/impregnation-by-immersion-and-blade-coating-process,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
In Situ Fourier Transformed IR in ATR configuration,,method,4,dft-onto-idealized-surfaces; iet-ink-to-composition-model; in-situ-fourier-transformed-ir-in-atr-configuration; prism-preparation-for-atr-ftir,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,operating_or_geometric_parameter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/in-situ-fourier-transformed-ir-in-atr-configuration-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Inert substrate,component,component,3,blade-coating-and-decal-transfer-for-ref-pefc-ccm; electrospray-deposition-of-catalyst-layers; ultrasonic-spray-deposition-for-catalytic-layers,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,inert_substrate_is_matter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/inert-substrate-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Information on corrosion,device,device,1,additional-measurements-on-pewe-during-operation,Metadata,https://w3id.org/h2kg/hydrogen-ontology#Metadata,corrosion_information_is_metadata,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/information-on-corrosion-device,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ink preparation for deposition of catalytic layers,,process,5,blade-coating-and-decal-transfer-for-ref-pefc-ccm; electrospray-deposition-of-catalyst-layers; ink-preparation-for-deposition-of-catalytic-layers; rheology; turbiscan-transmission-and-backscattering-stability-testing,Manufacturing,https://w3id.org/h2kg/hydrogen-ontology#Manufacturing,physical_manufacturing_workflow,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ink-preparation-for-deposition-of-catalytic-layers-process,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
INPT CL process model,,model,12,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies; distribution-of-contact-angles-in-ccl-fib-sem-image-from-ionomer-reconstruction; image-based-ccl-effective-transport-property-computation-from-numerical-simulations; image-fib-tomography-dataparameter-extraction-3d; image-tem-data-parameter-extraction-3d; inpt-cl-process-model; ionomer-reconstruction-in-ccl-3d-images; voxel-based-3d-effective-diffusivity-simulation; voxel-based-3d-electric-conductiviy-simulation; voxel-based-3d-permability-simulation; voxel-based-3d-thermal-conductivity-simulation; water-retention-curve-simulation,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/inpt-cl-process-model-model,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Instruments for mixing and deposition,process,process,2,cl-for-rde; gde-catalytic-layer-preparation,Instrument,https://w3id.org/h2kg/hydrogen-ontology#Instrument,mixing_and_deposition_instruments_are_instruments,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/instruments-for-mixing-and-deposition-process,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Interaction coefficients between adsorbates,LRE,device,2,dft-onto-idealized-surfaces; hierarchical-model-for-electrocatalytic-reactions,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/interaction-coefficients-between-adsorbates-lre,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ionomer,material,material,8,cl-for-rde; dropcasted-ink-on-gc-tips; gde-catalytic-layer-preparation; ink-preparation-for-deposition-of-catalytic-layers; irras-operando-or-in-situ-ftir; prism-preparation-for-atr-ftir; roller-mixer-and-zirconia-beads-for-ref-pefc-inks; ultrasonic-spray-deposition-for-catalytic-layers,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,material_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ionomer chemical structure,material,material,1,molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-chemical-structure-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Ionomer contact angles,material,material,3,iet-ink-to-composition-model; in-situ-fourier-transformed-ir-in-atr-configuration; molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/ionomer-contact-angles-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
