Acetic Acid Solution | https://w3id.org/h2kg/hydrogen-ontology#AceticAcidSolution | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Kapton Film | https://w3id.org/h2kg/hydrogen-ontology#KaptonFilm | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Karl Fischer Titrator | https://w3id.org/h2kg/hydrogen-ontology#KarlFischerTitrator | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Ketjen Black EC 300 J Carbon Support | https://w3id.org/h2kg/hydrogen-ontology#KetjenBlackEC300JCarbonSupport | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Ketonic Resin | https://w3id.org/h2kg/hydrogen-ontology#KetonicResin | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Kitchen Blender | https://w3id.org/h2kg/hydrogen-ontology#KitchenBlender | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
KOH Soaking Pretreatment | https://w3id.org/h2kg/hydrogen-ontology#KOHSoakingPretreatment | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Kookaburra USANS Instrument | https://w3id.org/h2kg/hydrogen-ontology#KookaburraUSANSInstrument | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
La B 6 Calibration Standard | https://w3id.org/h2kg/hydrogen-ontology#LaB6CalibrationStandard | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
La Ni O 3 Perovskite Oxide | https://w3id.org/h2kg/hydrogen-ontology#LaNiO3PerovskiteOxide | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Laser Diffraction Particle Size Analyzer | https://w3id.org/h2kg/hydrogen-ontology#LaserDiffractionParticleSizeAnalyzer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Laser Particle Sizer | https://w3id.org/h2kg/hydrogen-ontology#LaserParticleSizer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Lead Bromide | https://w3id.org/h2kg/hydrogen-ontology#LeadBromide | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Lead Iodide | https://w3id.org/h2kg/hydrogen-ontology#LeadIodide | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Limiting Current Dataset | https://w3id.org/h2kg/hydrogen-ontology#LimitingCurrentDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=2
Linear Stage | https://w3id.org/h2kg/hydrogen-ontology#LinearStage | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=0
Liquid Crystal Elastomer Ink | https://w3id.org/h2kg/hydrogen-ontology#LiquidCrystalElastomerInk | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Liquid Nitrogen Freezing Treatment | https://w3id.org/h2kg/hydrogen-ontology#LiquidNitrogenFreezingTreatment | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Liquid State Ligand Exchange | https://w3id.org/h2kg/hydrogen-ontology#LiquidStateLigandExchange | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Lithium Chloride | https://w3id.org/h2kg/hydrogen-ontology#LithiumChloride | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Local Oxygen Transport Resistance Dataset | https://w3id.org/h2kg/hydrogen-ontology#LocalOxygenTransportResistanceDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=2
LSTM Model | https://w3id.org/h2kg/hydrogen-ontology#LSTMModel | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=0
m PBI | https://w3id.org/h2kg/hydrogen-ontology#mPBI | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Magnetic Stirrer | https://w3id.org/h2kg/hydrogen-ontology#MagneticStirrer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Manganese Dioxide Catalyst | https://w3id.org/h2kg/hydrogen-ontology#ManganeseDioxideCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Mass Flow Controller | https://w3id.org/h2kg/hydrogen-ontology#MassFlowController | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=5
MATLAB Software | https://w3id.org/h2kg/hydrogen-ontology#MATLABSoftware | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=0
Max Adsorption Volume Nitrogen | https://w3id.org/h2kg/hydrogen-ontology#MaxAdsorptionVolumeNitrogen | type=https://w3id.org/h2kg/hydrogen-ontology#Property | incoming_refs=0
Max Adsorption Volume Water | https://w3id.org/h2kg/hydrogen-ontology#MaxAdsorptionVolumeWater | type=https://w3id.org/h2kg/hydrogen-ontology#Property | incoming_refs=0
Mechanical Actuation Bioreactor | https://w3id.org/h2kg/hydrogen-ontology#MechanicalActuationBioreactor | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Membrane Type | https://w3id.org/h2kg/hydrogen-ontology#MembraneType | type=https://w3id.org/h2kg/hydrogen-ontology#Parameter | incoming_refs=1
Mercaptopropionic Acid | https://w3id.org/h2kg/hydrogen-ontology#MercaptopropionicAcid | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Mercaptosuccinic Acid | https://w3id.org/h2kg/hydrogen-ontology#MercaptosuccinicAcid | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Mercury Intrusion Porosimetry Measurement 3 | https://w3id.org/h2kg/hydrogen-ontology#MercuryIntrusionPorosimetryMeasurement3 | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Mercury Mercury Oxide Reference Electrode | https://w3id.org/h2kg/hydrogen-ontology#MercuryMercuryOxideReferenceElectrode | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=3
Mercury Sulfate Reference Electrode | https://w3id.org/h2kg/hydrogen-ontology#MercurySulfateReferenceElectrode | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
MES Buffer | https://w3id.org/h2kg/hydrogen-ontology#MESBuffer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Mesoporous Carbon Support | https://w3id.org/h2kg/hydrogen-ontology#MesoporousCarbonSupport | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Metakaolin | https://w3id.org/h2kg/hydrogen-ontology#Metakaolin | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Metal Powder Ink | https://w3id.org/h2kg/hydrogen-ontology#MetalPowderInk | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Methane | https://w3id.org/h2kg/hydrogen-ontology#Methane | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Methanol | https://w3id.org/h2kg/hydrogen-ontology#Methanol | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=6
Methanol Oxidation Reaction Measurement | https://w3id.org/h2kg/hydrogen-ontology#MethanolOxidationReactionMeasurement | type=https://w3id.org/h2kg/hydrogen-ontology#Measurement | incoming_refs=0
Methyl Ethyl Ketone | https://w3id.org/h2kg/hydrogen-ontology#MethylEthylKetone | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Methylene Blue | https://w3id.org/h2kg/hydrogen-ontology#MethyleneBlue | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Methylene Chloride | https://w3id.org/h2kg/hydrogen-ontology#MethyleneChloride | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Methylimidazole | https://w3id.org/h2kg/hydrogen-ontology#Methylimidazole | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Micro Ohm Meter | https://w3id.org/h2kg/hydrogen-ontology#MicroOhmMeter | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Micro X Ray Fluorescence Spectrometer | https://w3id.org/h2kg/hydrogen-ontology#MicroXRayFluorescenceSpectrometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Microbalance | https://w3id.org/h2kg/hydrogen-ontology#Microbalance | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Microfilament | https://w3id.org/h2kg/hydrogen-ontology#Microfilament | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Micrometer | https://w3id.org/h2kg/hydrogen-ontology#Micrometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Micropipette | https://w3id.org/h2kg/hydrogen-ontology#Micropipette | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Microporous Layer | https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=4
Microporous Layer Ink | https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerInk | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=6
Microstructure Graphitic Order Table 1 | https://w3id.org/h2kg/hydrogen-ontology#MicrostructureGraphiticOrderTable1 | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=0
Microstructure Image Dataset | https://w3id.org/h2kg/hydrogen-ontology#MicrostructureImageDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=4
Milli Ohmmeter | https://w3id.org/h2kg/hydrogen-ontology#MilliOhmmeter | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Mixed Alkali Geopolymer Lattice | https://w3id.org/h2kg/hydrogen-ontology#MixedAlkaliGeopolymerLattice | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Mn AA Pyr Catalyst | https://w3id.org/h2kg/hydrogen-ontology#MnAAPyrCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Mo O 3 Powder | https://w3id.org/h2kg/hydrogen-ontology#MoO3Powder | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Mo Powder | https://w3id.org/h2kg/hydrogen-ontology#MoPowder | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Mo S 2 Nanosheets | https://w3id.org/h2kg/hydrogen-ontology#MoS2Nanosheets | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=3
Mo S 2 Ni Fe 2 O 4 Nanohybrid | https://w3id.org/h2kg/hydrogen-ontology#MoS2NiFe2O4Nanohybrid | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=3
Molecularly Imprinted Polymer | https://w3id.org/h2kg/hydrogen-ontology#MolecularlyImprintedPolymer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
MSA Capped Quantum Dot | https://w3id.org/h2kg/hydrogen-ontology#MSACappedQuantumDot | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=4
Mu Phase | https://w3id.org/h2kg/hydrogen-ontology#MuPhase | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Muffle Furnace | https://w3id.org/h2kg/hydrogen-ontology#MuffleFurnace | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Multiple Catalyst Layer | https://w3id.org/h2kg/hydrogen-ontology#MultipleCatalystLayer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Multiwalled Carbon Nanotube | https://w3id.org/h2kg/hydrogen-ontology#MultiwalledCarbonNanotube | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Mythen II Array Detector | https://w3id.org/h2kg/hydrogen-ontology#MythenIIArrayDetector | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
N 719 Dye | https://w3id.org/h2kg/hydrogen-ontology#N719Dye | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
n Butyl Acetate | https://w3id.org/h2kg/hydrogen-ontology#nButylAcetate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=5
N Methyl 2 Pyrrolidone | https://w3id.org/h2kg/hydrogen-ontology#NMethyl2Pyrrolidone | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
N Propanol | https://w3id.org/h2kg/hydrogen-ontology#NPropanol | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Nafion 211 Membrane | https://w3id.org/h2kg/hydrogen-ontology#Nafion211Membrane | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=3
Nafion 212 Membrane | https://w3id.org/h2kg/hydrogen-ontology#Nafion212Membrane | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=4
Nafion Fiber Mat | https://w3id.org/h2kg/hydrogen-ontology#NafionFiberMat | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Nafion Main Chain Mobility | https://w3id.org/h2kg/hydrogen-ontology#NafionMainChainMobility | type=https://w3id.org/h2kg/hydrogen-ontology#Property | incoming_refs=1
Nafion Solution | https://w3id.org/h2kg/hydrogen-ontology#NafionSolution | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Nb B 2 Support | https://w3id.org/h2kg/hydrogen-ontology#NbB2Support | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
NCNT Fs Support | https://w3id.org/h2kg/hydrogen-ontology#NCNTFsSupport | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Neutron Scattering Instrument | https://w3id.org/h2kg/hydrogen-ontology#NeutronScatteringInstrument | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Ni AA Pyr Catalyst | https://w3id.org/h2kg/hydrogen-ontology#NiAAPyrCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Ni Fe 2 O 4 Nanostructure | https://w3id.org/h2kg/hydrogen-ontology#NiFe2O4Nanostructure | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Ni Mg Al Layered Double Hydroxide | https://w3id.org/h2kg/hydrogen-ontology#NiMgAlLayeredDoubleHydroxide | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Ni Mg Al Mixed Oxide Catalyst | https://w3id.org/h2kg/hydrogen-ontology#NiMgAlMixedOxideCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Ni O Powder | https://w3id.org/h2kg/hydrogen-ontology#NiOPowder | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Ni PB Catalyst | https://w3id.org/h2kg/hydrogen-ontology#NiPBCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Ni Powder | https://w3id.org/h2kg/hydrogen-ontology#NiPowder | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Nickel Butanethiolate | https://w3id.org/h2kg/hydrogen-ontology#NickelButanethiolate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Nickel Cobaltite Spinel Ni Co 2 O 4 | https://w3id.org/h2kg/hydrogen-ontology#NickelCobaltiteSpinelNiCo2O4 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Nickel Foam | https://w3id.org/h2kg/hydrogen-ontology#NickelFoam | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Nickel Nitrate Hexahydrate | https://w3id.org/h2kg/hydrogen-ontology#NickelNitrateHexahydrate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Nickel On Carbon Catalyst | https://w3id.org/h2kg/hydrogen-ontology#NickelOnCarbonCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Nickel Oxide | https://w3id.org/h2kg/hydrogen-ontology#NickelOxide | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Nickel Plate Substrate | https://w3id.org/h2kg/hydrogen-ontology#NickelPlateSubstrate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Nitrocellulose Varnish | https://w3id.org/h2kg/hydrogen-ontology#NitrocelluloseVarnish | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Nitrogen | https://w3id.org/h2kg/hydrogen-ontology#Nitrogen | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=6
Nitrogen Adsorption Analyzer | https://w3id.org/h2kg/hydrogen-ontology#NitrogenAdsorptionAnalyzer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Nitrogen Doped Graphene | https://w3id.org/h2kg/hydrogen-ontology#NitrogenDopedGraphene | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Non Imprinted Polymer | https://w3id.org/h2kg/hydrogen-ontology#NonImprintedPolymer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Nonlinear Autoregressive Neural Network Model | https://w3id.org/h2kg/hydrogen-ontology#NonlinearAutoregressiveNeuralNetworkModel | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=0
Nordson EFD 781 Nozzle | https://w3id.org/h2kg/hydrogen-ontology#NordsonEFD781Nozzle | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=0
Nozzle | https://w3id.org/h2kg/hydrogen-ontology#Nozzle | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
NSPCN Fs Catalyst | https://w3id.org/h2kg/hydrogen-ontology#NSPCNFsCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
OER Performance Dataset | https://w3id.org/h2kg/hydrogen-ontology#OERPerformanceDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=0
Oleic Acid | https://w3id.org/h2kg/hydrogen-ontology#OleicAcid | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Oleic Acid Capped Quantum Dot | https://w3id.org/h2kg/hydrogen-ontology#OleicAcidCappedQuantumDot | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Olympus LEXTOLS 5000 | https://w3id.org/h2kg/hydrogen-ontology#OlympusLEXTOLS5000 | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Optical Microscope | https://w3id.org/h2kg/hydrogen-ontology#OpticalMicroscope | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Optical Surface Profiler | https://w3id.org/h2kg/hydrogen-ontology#OpticalSurfaceProfiler | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Orange Peel Activated Carbon | https://w3id.org/h2kg/hydrogen-ontology#OrangePeelActivatedCarbon | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
ORR Performance Dataset | https://w3id.org/h2kg/hydrogen-ontology#ORRPerformanceDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=1
Oven | https://w3id.org/h2kg/hydrogen-ontology#Oven | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=5
Oxide Powder Ink | https://w3id.org/h2kg/hydrogen-ontology#OxidePowderInk | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Oxygen | https://w3id.org/h2kg/hydrogen-ontology#Oxygen | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=4
Oxygen Concentration Time Series Data | https://w3id.org/h2kg/hydrogen-ontology#OxygenConcentrationTimeSeriesData | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=1
p H Meter | https://w3id.org/h2kg/hydrogen-ontology#pHMeter | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
PAAPVA Hydrogel | https://w3id.org/h2kg/hydrogen-ontology#PAAPVAHydrogel | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Palladium Chloride | https://w3id.org/h2kg/hydrogen-ontology#PalladiumChloride | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Palladium Nanoparticles | https://w3id.org/h2kg/hydrogen-ontology#PalladiumNanoparticles | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Pb S Quantum Dot | https://w3id.org/h2kg/hydrogen-ontology#PbSQuantumDot | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
PBI 11 | https://w3id.org/h2kg/hydrogen-ontology#PBI11 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
PBI 174 | https://w3id.org/h2kg/hydrogen-ontology#PBI174 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
PBI 46 | https://w3id.org/h2kg/hydrogen-ontology#PBI46 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
PBI 90 | https://w3id.org/h2kg/hydrogen-ontology#PBI90 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Pd On Carbon Catalyst | https://w3id.org/h2kg/hydrogen-ontology#PdOnCarbonCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
PDL | https://w3id.org/h2kg/hydrogen-ontology#PDL | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=3
PDL Ag NW Composite Ink | https://w3id.org/h2kg/hydrogen-ontology#PDLAgNWCompositeInk | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=7
Pemion HNN 8 | https://w3id.org/h2kg/hydrogen-ontology#PemionHNN8 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Pemion PP 1 HNN 4 00 X | https://w3id.org/h2kg/hydrogen-ontology#PemionPP1HNN4_00_X | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Pemion PP 1 HNN 9 00 X | https://w3id.org/h2kg/hydrogen-ontology#PemionPP1HNN9_00_X | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Perchloric Acid Electrolyte | https://w3id.org/h2kg/hydrogen-ontology#PerchloricAcidElectrolyte | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Peristaltic Pump | https://w3id.org/h2kg/hydrogen-ontology#PeristalticPump | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=3
PESPVP Composite Membrane | https://w3id.org/h2kg/hydrogen-ontology#PESPVPCompositeMembrane | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
PET Nonwoven | https://w3id.org/h2kg/hydrogen-ontology#PETNonwoven | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
PET Substrate | https://w3id.org/h2kg/hydrogen-ontology#PETSubstrate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=4
Petroleum Benzene | https://w3id.org/h2kg/hydrogen-ontology#PetroleumBenzene | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
PFSA Ionomer | https://w3id.org/h2kg/hydrogen-ontology#PFSAIonomer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=13
Phosphate Buffered Saline | https://w3id.org/h2kg/hydrogen-ontology#PhosphateBufferedSaline | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Phosphoric Acid | https://w3id.org/h2kg/hydrogen-ontology#PhosphoricAcid | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Phosphoric Acid Doped PESPVP Composite Membrane | https://w3id.org/h2kg/hydrogen-ontology#PhosphoricAcidDopedPESPVPCompositeMembrane | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Phosphoric Acid Protonated Polybenzimidazole | https://w3id.org/h2kg/hydrogen-ontology#PhosphoricAcidProtonatedPolybenzimidazole | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Photo Acid Generator PAG 169 | https://w3id.org/h2kg/hydrogen-ontology#PhotoAcidGeneratorPAG169 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Photocurable DIW Ink | https://w3id.org/h2kg/hydrogen-ontology#PhotocurableDIWInk | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Photodegradation Dataset | https://w3id.org/h2kg/hydrogen-ontology#PhotodegradationDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=1
Photoinitiator 184 | https://w3id.org/h2kg/hydrogen-ontology#Photoinitiator184 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Photoinitiator TPOL | https://w3id.org/h2kg/hydrogen-ontology#PhotoinitiatorTPOL | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Photopolymer Resin | https://w3id.org/h2kg/hydrogen-ontology#PhotopolymerResin | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Physical Properties Table 2 | https://w3id.org/h2kg/hydrogen-ontology#PhysicalPropertiesTable2 | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=0
Pigment Cyan 153 | https://w3id.org/h2kg/hydrogen-ontology#PigmentCyan153 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Pillar Height | https://w3id.org/h2kg/hydrogen-ontology#PillarHeight | type=https://w3id.org/h2kg/hydrogen-ontology#Property | incoming_refs=0
PIM 1 | https://w3id.org/h2kg/hydrogen-ontology#PIM1 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
PIM Tz | https://w3id.org/h2kg/hydrogen-ontology#PIMTz | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
PIMAO | https://w3id.org/h2kg/hydrogen-ontology#PIMAO | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
PIMCONH 2 | https://w3id.org/h2kg/hydrogen-ontology#PIMCONH2 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
PIMCOOH | https://w3id.org/h2kg/hydrogen-ontology#PIMCOOH | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Planetary Centrifugal Mixer | https://w3id.org/h2kg/hydrogen-ontology#PlanetaryCentrifugalMixer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Planetary Mixer | https://w3id.org/h2kg/hydrogen-ontology#PlanetaryMixer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Plasma Enhanced Chemical Vapor Deposition System | https://w3id.org/h2kg/hydrogen-ontology#PlasmaEnhancedChemicalVaporDepositionSystem | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Plasma Etching | https://w3id.org/h2kg/hydrogen-ontology#PlasmaEtching | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Plasticizer ATBC | https://w3id.org/h2kg/hydrogen-ontology#PlasticizerATBC | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Platinum | https://w3id.org/h2kg/hydrogen-ontology#Platinum | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Platinum Black Catalyst | https://w3id.org/h2kg/hydrogen-ontology#PlatinumBlackCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
